name,slug,country,city,homepage,lat,lng,programs
"alma mater studiorum università di bologna","alma-mater-studiorum-universita-di-bologna","Italia","Bologna","","0","0","{'industriell kjemi og bioteknologi':2,'energi og miljø, 5-åring master':1,'energi og miljø':5,'industriell matematikk':1,'medisin':2,'medisin profesjon':1,'bygg- og miljøteknikk':4,'kommunikasjonsteknologi':2,'bygg og miljøteknikk':1,'mtbygg':1,'industriell økonomi og teknologiledelse (maskin)':1,'datateknologi':1,'bygg - og miljøteknikk':1,'mtfyma':1,'mtprod':1,'ingeniørvitenskap og ikt':1,'teknisk kybernetikk':1,}"
"technical university of denmark - dtu","technical-university-of-denmark---dtu","Danmark","Kongens Lyngby/København","","0","0","{'marin teknikk':1,}"
"seoul national university","seoul-national-university","Korea","Seoul","","0","0","{'master i matematikk':1,'kybernetikk og robotikk':2,'datateknologi':2,'bygg- og miljøteknikk':1,'samfunnsøkonomi':1,'samfunnsøkonomi 5-årig master':1,}"
"lunds universitet","lunds-universitet","Sverige","Lund","","0","0","{'arkitektur':1,'informatikk, drift av datasystemer':1,'bachelor i psykologi':2,'sosialantropologi':1,}"
"sungkyunkwan university","sungkyunkwan-university","Korea","Suwon","","0","0","{'bygg- og miljøteknikk':1,'dataingeniør':2,'dataingeniør bachelor':1,'master sts':1,'master i informatikk':1,'mbiot5':2,'fysikk og matematikk, siving.':1,'elektroingeniør':1,'arkitektur':1,'mtfyma':1,}"
"ohio state university","ohio-state-university","USA","Columbus, Ohio","","0","0","{'bioingeniør':1,'bioingeniørfag, bachelor':1,}"
"universidad de valencia (uv)","universidad-de-valencia-(uv)","Spania","Valencia","","0","0","{'samfunnsøkonomi':1,'profesjonsstudiet i psykologi':1,'fysikk og matematikk, fordypning i teknisk fysikk':1,'psykologi - bachelor':1,'master i ledelse av teknologi':1,'sosiologi bachelor':1,'lektor i kroppsøving og idrett':1,'bioteknologi':1,'industriell kjemi og bioteknologi':1,'ledelse av teknologi':1,'mtkj':1,'økonomi og administrasjon':1,'mbiot5':1,'psykologi, bachelor':3,'psykologi':2,}"
"universidad de granada (ugr)","universidad-de-granada-(ugr)","Spania","Granada","","0","0","{'elektronisk systemdesign og innovasjon (nanoelektronikk og fotonikk)':1,'psykologi, bachelor':1,'arkeologi':1,'lektorutdanning i språkfag':1,'europastudier m/ spansk':1,'lektor i samfunnsfag og idrett':1,'psykologi':1,'msøk5':1,}"
"science po","science-po","Frankrike","LYON","","0","0","{'europastudier':1,}"
"reykjavik university","reykjavik-university","Island","Reykjavik","","0","0","{'energi og miljø':1,}"
"harvard university","harvard-university","USA","Boston","","0","0","{'mtiøt':1,'industriell økonomi og teknologiledelse':7,'indøk':2,'nanoteknologi':1,'nanoteknologi, sivilingeniør/masterprogram 5-årig':1,'mtiøt-dt':1,'industriell design':1,'elektronisk systemdesign og innovasjon':1,'marin teknikk prosjektering':1,}"
"ucly","ucly","Frankrike","Lyon","","0","0","{'bachelor i bioingeniørfag':1,'eksport markedsføring og ledelse':1,'bioingeniør':1,}"
"university of cape town - uct","university-of-cape-town---uct","Sør Afrika","Cape Town","","0","0","{'indøk data':2,'marin teknikk':1,'kjemisk prosessteknologi':1,'bevegelsesvitenskap':1,'bachelor bevegelsesvitenskap':1,'mtmart':1,'industriell økonomi og teknologiledelse':3,'sosiologi':1,'sosialt arbeid bachelor':1,'master i arkitektur':1,'mtbygg':1,'produktutvikling og produksjon':1,'2-årig master i samfunnsøkonomi':1,'lektor i geografi':1,'mtiøt':1,'bygg- og miljøteknikk':1,'geologi realfag':1,'statsvitenskap':2,'master miljøgeologi':1,}"
"free university of bozen-bolzano (unibz)","free-university-of-bozen-bolzano-(unibz)","Italia","Bolzano","","0","0","{'indøk data':1,'industriell økonomi og teknologiledelse':1,}"
"california state university, los angeles","california-state-university-los-angeles","USA","los angeles","","0","0","{'psykologi batchelor':1,}"
"technical university of denmark (dtu)","technical-university-of-denmark-(dtu)","Danmark","København","","0","0","{'kommunikasjonsteknologi og digital sikkerhet':1,'industriell økonomi og teknologiledelse':1,'bygg og miljøteknikk':1,'bygg- og miljøteknikk':1,}"
"university of california, berkeley","university-of-california-berkeley","USA","Berkeley","","0","0","{'industriell økonomi og teknologiledelse, data':1,'økonomi og administrasjon':1,'byggingeniør - ålesund':1,'lektorprogrammet i språkfag':1,'datateknologi':1,'master i datateknologi':1,'mtfyma':1,'profesjonsstudiet i psykologi':1,'nanoteknologi':3,'fysikk og matematikk (teknisk fysikk)':1,'indøk':1,'industriell økonomi og teknologiledelse':1,'mtprod':1,'bygg- og miljøteknikk. studieretning: bygg og anlegg':1,'bachelor ingeniør bygg':1,'bygg- og miljøteknikk (bygg og anlegg)':1,'fysikk og matematikk':1,'produktutvikling og produksjon':1,'ingeniørvitenskap &amp; ikt':1,'':1,'mtbygg':1,'mtnano':1,'bygg- og miljøteknikk':1,'marin teknikk':1,'sivilingeniør bygg og miljøteknikk 5-årig':1,'lektorutdanning i språkfag':1,}"
"chalmers tekniska hogskola","chalmers-tekniska-hogskola","Sverige","Göteborg","","0","0","{'elektronisk systemdesign og innovasjon':1,'industriell kybernetikk':1,'arkitektur':1,'konstruksjonsteknikk':1,'maar':1,}"
"texas a&amp;m university","texas-a&amp;m-university","USA","College Station","","0","0","{'petroleumsfag':4,'petroleumsteknologi':1,}"
"texas a&amp;m","texas-a&amp;m","USA","College station","","0","0","{'mtpetr':1,'petroleumsfag':2,}"
"university of strathclyde","university-of-strathclyde","Storbritannia","Glasgow","","0","0","{'marin teknikk, prosjektering og logistikk':1,'elektronisk systemdesign &amp; innovasjon':1,'bachelor i økonomi og administrasjon':1,'marin teknikk':3,'bachelor i samfunnsøkonomi':1,'indøk':1,'industriell økonomi og teknologiledelse':1,}"
"universitetet i bern","universitetet-i-bern","Sveits","Bern","","0","0","{'fysikk og matematikk':1,}"
"university of wisconsin madison","university-of-wisconsin-madison","USA","Madison","","0","0","{'bygg- og miljøteknikk':1,'master i bioteknologi':1,}"
"vysoká škola báňská – technická univerzita ostrava","vysoka-skola-banska---technicka-univerzita-ostrava","Tsjekkia","Ostrava","","0","0","{'global manufacturing management, 2-årig master':1,'tekniske geofag':1,}"
"london metropolitan university","london-metropolitan-university","Storbritannia","London","","0","0","{'psykologi profesjon':1,'økonomi og administrasjon':1,'engelsk bachelor':1,'engelsk':1,'bachelor i markedsføring og ledelse':1,'film og videoproduksjon':1,}"
"sciences po strasbourg","sciences-po-strasbourg","Frankrike","Strasbourg","","0","0","{'europastudier med statsvitenskap':1,}"
"sdsu","sdsu","USA","San Diego","","0","0","{'lektorutdanning - engelsk':1,'statsvitenskap':1,}"
"grenoble inp","grenoble-inp","Frankrike","Grenoble","","0","0","{'indøk':1,'produktutvikling og produksjon 5-åring sivilingeniør':1,'materialteknologi':1,'kybernetikk og robotikk':1,'mttk':1,}"
"university of glasgow","university-of-glasgow","Storbritannia","Glasgow","","0","0","{'lektor i engelsk':1,'lektor i språkfag':1,'mtbygg - konstruksjon':1,'bygg- og miljøteknikk':2,'arkeologi':1,'englesk bachelor':1,'produktutvikling og produksjon':1,'energi og miljø':2,'statsvitenskap':1,'fysikk og matematikk':1,'master i historie':1,'sivilingeniør, 5-årig, fysikk og matematikk':1,'fysikk bachelor':1,'informatikk - master':1,'produktutvikling og produksjon, puma':1,}"
"universitá degli studi di siena","universita-degli-studi-di-siena","Italia","Siena","","0","0","{'industriell økonomi og teknologiledelse':2,}"
"management center innsbruck (mci)","management-center-innsbruck-(mci)","Østerrike","Innsbruck","","0","0","{'master i økonomi og administrasjon':1,'økonomi og administrasjon bachelor':1,}"
"national university of singapore","national-university-of-singapore","Singapore","Singapore","","0","0","{'statsvitenskap':1,'datateknologi':3,'økonomi og administrasjon':1,'dataingeniør':1,'indøk':1,'marin teknikk':8,'produktutvikling og produksjon':2,'mtmart':1,'nanoteknologi':3,'mtnano':1,'industriell økonomi og teknologiledelse':2,'proman':1,'marin teknikk, 5-årig master':1,'mtiøt':2,'industriell økonomi':1,'i&amp;ikt - marin kybernetikk':1,}"
"amsterdam university of applied sciences","amsterdam-university-of-applied-sciences","Nederland","Amsterdam","","0","0","{'dataingeniør':2,'dataingeniør (bachelor)':1,}"
"ajou university","ajou-university","Korea","Suwon","","0","0","{'digital infrastruktur og cybersikkerhet':2,'energi og miljø':1,'datateknologi':1,'komtek':1,'kommunikasjonsteknologi':1,'informatikk master':1,}"
"hawaii pacific university","hawaii-pacific-university","USA","Honolulu","","0","0","{'biomarin innovasjon':2,'markedsføring og ledelse':1,'mtdt':1,'geografi':1,'bachelor i psykologi':1,}"
"albert-ludwigs-universität","albert-ludwigs-universitat","Tyskland","Freiburg","","0","0","{'lektor i samfunnsfag/tysk':1,'bachelor tysk':1,'europastudier med fremmedspråk':1,}"
"cafoscari","cafoscari","Italia","Venezia","","0","0","{'ledelse av teknologi':1,}"
"kth","kth","Sverige","Stockholm","","0","0","{'ingeniørvitenskap og ikt':1,'energi og miljø':1,'mttk':1,'energibruk og energiplanlegging':1,'arkitektur':3,'mtprod':2,'industriell design':1,}"
"università degli studi di torino","universita-degli-studi-di-torino","Italia","Torino","","0","0","{'master i ledelse av teknologi':1,'ledelse av teknologi':1,'økonomi og administrasjon':1,'økonomi og administrasjon, bachelor':1,}"
"universidad de alicante","universidad-de-alicante","Spania","Alicante","","0","0","{'mglu 1-7':1,'grunnskolelærer 1-7':1,'informatikk':1,'software engineering':1,'økonomi og administrasjon':2,'indøk':1,'industriell økonomi og teknologiledelse':2,}"
"iqs ramon lull","iqs-ramon-lull","Spania","Barcelona","","0","0","{'økad':1,'økonomi og administrasjon':1,}"
"iqs - universitat ramon llull","iqs---universitat-ramon-llull","Spania","Barcelona","","0","0","{'bachelor i økonomi og administrasjon':2,'økonomi og administrasjon':2,}"
"universitat de barcelona","universitat-de-barcelona","Spania","Barcelona","","0","0","{'markedsføring, innovasjon og ledelse':1,'fysikk og matematikk':1,'msc in biology- ecology, behaviour, evolution and biosystematics':1,'samfunnsøkonomi':1,'bioingeniør':3,'bachelor i bioingeniørfag':1,'master of science in molecular medicine':1,'petroleumsfag':1,'molecular medicine':1,'markedsføring og ledelse, spesialisering eksportmarkedsføring':1,}"
"university of york","university-of-york","Storbritannia","York","","0","0","{'bachelor i engelsk':1,'lektor språkfag - engelsk':1,'lektorutdanning i språkfag (engelsk)':1,'arkeologi':2,'bachelor i arkeologi':1,'engelsk':1,'engelsk bachelor':2,'ba engelsk':1,'mlspråk':1,'master i engelsk':1,'lektorutdanning i språkfag - engelsk':1,'lektorutdanning i språkfag':1,}"
"university of zürich (uzh)","university-of-zurich-(uzh)","Sveits","Zürich","","0","0","{'master i statsvitenskap':1,'bfy':1,}"
"chung-ang university","chung-ang-university","Korea","Seoul","","0","0","{'bachelor i kjemi':1,'datateknologi':1,'mdtd':1,'bachelor psykologi':1,'kommunikasjonsteknologi':1,'økonomi og adminisrajon':1,'teknisk kybernetikk':1,}"
"ie university","ie-university","Spania","Madrid","","0","0","{'industriell økonomi og teknologiledelse':1,}"
"hong kong polytechnic university","hong-kong-polytechnic-university","Kina","Hong Kong","","0","0","{'indøk - emil':1,'industriell økonomi og teknologiledelse':1,'samfunnsøkonomi':1,}"
"ca foscari","ca-foscari","Italia","venezia","","0","0","{'økonomi og administrasjon':1,'master i ledelse av teknologi':2,'industriell økonomi og teknologiledelse':1,}"
"st. pölten university of applied sciences","st.-polten-university-of-applied-sciences","Østerrike","St. Pölten","","0","0","{'digital infrastruktur og cybersikkerhet':1,}"
"rennes school of business","rennes-school-of-business","Frankrike","Rennes","","0","0","{'økonomi og administrasjon':1,}"
"tor vergata","tor-vergata","Italia","Roma","","0","0","{'indøk':1,'økonomi og administrasjon':1,}"
"aalto","aalto","Finland","Helsinki","","0","0","{'ingeniørvitenskap og ikt':1,'industriell design':2,}"
"universitetet i padova - unipd","universitetet-i-padova---unipd","Italia","Padova","","0","0","{'kybernetikk og robotikk':1,}"
"upc - fib","upc---fib","Spania","Barcelona","","0","0","{'indøk':1,'industriell økonomi og teknologiledelse - data':1,'kybernetikk og robotikk':1,'mtkom':1,'datateknologi':1,}"
"technische universität berlin","technische-universitat-berlin","Tyskland","Berlin","","0","0","{'grunnskolelærerutdanning 5.-10. trinn':1,'grunnskolelærerutdanning 5.-10 trinn masterstudium (5-årig)':1,'bygg- og miljøteknikk':5,'kybernetikk og robotikk':2,'marin teknikk':3,'fysikk og matematikk':2,'master i informatikk - programvaresystemer':1,}"
"universite grenoble alpes","universite-grenoble-alpes","Frankrike","Grenoble","","0","0","{'kybernetikk og robotikk':1,'bygg- og miljøteknikk':1,'mbiot5':1,'datateknikk':1,}"
"university of konstanz","university-of-konstanz","Tyskland","Konstanz","","0","0","{'msc in chemistry':1,}"
"técnico lisboa","tecnico-lisboa","Portugal","Lisboa","","0","0","{'mttk':1,'marin teknikk':1,'energi og miljø':1,'produktutvikling og produksjon (sivilingeniør/master, 5 år) - ntnu':1,}"
"montanuniversität leoben","montanuniversitat-leoben","Østerrike","Leoben","","0","0","{'petroleumsteknologi':1,'petroleumsfag':1,}"
"iade","iade","Portugal","Lisboa","","0","0","{'industriell design':1,}"
"mit","mit","USA","Boston","","0","0","{'mtfyma':1,'kybernetikk og robotikk':1,'mttk':1,'industriell økonomi og teknologiledelse':1,'produktutvikling og produksjon':1,}"
"universidad de la laguna","universidad-de-la-laguna","Spania","La Laguna","","0","0","{'datateknologi':1,'mtkom':1,'kommunikasjonsteknologi og digital sikkerhet':1,}"
"arkitektskolen aarhus","arkitektskolen-aarhus","Danmark","Aarhus","","0","0","{'arkitektur':1,}"
"universidad de la laguna (ull)","universidad-de-la-laguna-(ull)","Spania","San Cristóbal de La Laguna","","0","0","{'kommunikasjonsteknologi og digital sikkerhet':1,}"
"chalmers university of technology","chalmers-university-of-technology","Sverige","Gøteborg","","0","0","{'fysikk og matematikk - industriell matematikk':1,'elektronisk systemdesign og innovasjon. akustikk':1,'mtbygg':1,}"
"university of southampton","university-of-southampton","Storbritannia","Southampton","","0","0","{'marine subsea operation':1,'undervannsteknologi':1,'marin teknikk':2,'comem':1,}"
"uniwersytet jagiellonski","uniwersytet-jagiellonski","Polen","Krakow","","0","0","{'european studies- masters programme':1,'master i medier, kommunikajon og informasjonsteknologi':1,}"
"université de nantes","universite-de-nantes","Frankrike","Nantes","","0","0","{'europastudier med statsvitenskap':1,}"
"university of twente","university-of-twente","Nederland","Enschede","","0","0","{'elektronisk systemdesign og innovasjon':1,'mtnano':2,'kybernetikk og robotikk: fiskeri- og havbruks-kybernetikk (mttk)':1,'sivilingeniør nanoteknologi':1,'dataingeniør bachelor':1,'bpsy':1,'nanoteknologi':1,}"
"ostravska univerzita","ostravska-univerzita","Tsjekkia","Ostrava","","0","0","{'lektor i geografi':1,}"
"elte - eötvös loránd university","elte---eotvos-lorand-university","Ungarn","Budapest","","0","0","{'master i psykologi':1,}"
"ntnus brusselkontor","ntnus-brusselkontor","Belgia","Brussel","","0","0","{'european studies master':1,'europastudier master':1,}"
"sintef","sintef","Belgia","Brussel","","0","0","{'europastudier':1,'masters in european studies':1,}"
"uva","uva","Nederland","Amsterdam","","0","0","{'master i informatikk':1,}"
"göteborg universitet","goteborg-universitet","Sverige","Göteborg","","0","0","{'klassiske fag':1,}"
"the university of tokyo","the-university-of-tokyo","Japan","Tokyo","","0","0","{'datateknologi':1,'teknisk fysikk':1,'kybernetikk og robotikk':1,'arkitektur 5-årig master':1,'arkitektur':1,'teknisk kybernetikk':1,}"
"tu wien","tu-wien","Østerrike","Wien","","0","0","{'ph.d. i industriell økonomi og teknologiledelse':1,'maar':1,'mtdt':1,'energi og miljø':1,}"
"alma university","alma-university","Italia","Bologna","","0","0","{'mtenerg':1,}"
"università degli studi di perugia","universita-degli-studi-di-perugia","Italia","Perugia","","0","0","{'petroleumsfag/petroleumsgeofysikk':1,'petroleumsgeofysikk':1,}"
"university of stuttgart","university-of-stuttgart","Tyskland","Stuttgart","","0","0","{'arkitektur':1,'mtfyma':1,}"
"ghent university","ghent-university","Belgia","Gent","","0","0","{'industriell kjemi og bioteknologi':1,'materialteknologi':1,'europastudier master':1,}"
"university of bologna","university-of-bologna","Italia","Bolgona","","0","0","{'energi og miljø':6,'mtfyma, retning industriell matematikk':1,'bygg- og miljøteknikk':4,'kybernetikk og robotikk':3,'medisin - profesjon':1,'kommunikasjonsteknologi':1,'bygg og miljøteknikk':1,'kybernetikk of robotikk':1,'medisin':1,'master i samfunnsøkonomi':1,'':1,'kybernetikk':1,}"
"shanghai jiao tong university","shanghai-jiao-tong-university","Kina","Shanghai","","0","0","{'dataingeniør':1,'industriell økonomi og teknologiledelse':1,'produktutvikling og produksjon':1,'produksjon og produktutvikling':1,'':1,'kybernetikk og robotikk':1,'marin teknikk':1,'industriell kybernetikk':1,'energi og miljø':1,'datateknologi (mtdt)':1,'energibruk og energiplanlegging':1,}"
"università ca’ foscari venezia","universita-ca'-foscari-venezia","Italia","Venezia","","0","0","{'industriell økonomi og teknologiledelse':1,'økonomi og administrasjon':1,}"
"national taiwan university of science and technology","national-taiwan-university-of-science-and-technology","Taiwan","Taipei","","0","0","{'industriell økonomi og teknologiledelse':2,'datateknologi':2,'ledelse av teknologi':1,'master i ledelse av teknologi':1,'elektronisk systemdesign og innovasjon':1,'bioteknologi':1,}"
"university of otago","university-of-otago","New Zealand","Dunedin","","0","0","{'':1,'bygg- og miljøteknikk (bygg og anlegg)':1,'ingeniørvitenskap og ikt':1,'industriell økonomi og teknologiledelse':1,'bachelor i biologi':1,'masterprogram (2-årig) lærar i samfunnsfag':1,'industriell økonomi og teknologiledelse (data/ai)':1,'master i geologi':1,'biologi, bachelor':1,'bbi - bachelor biologi - studieretning økologi, adferd og evolusjon':1,'bachelor i geomatikk':1,'grunnskolelærer 1-7 m. realfag':1,'lektorutdanning i realfag':1,}"
"rwth","rwth","Tyskland","Aachen","","0","0","{'bygg-og miljøteknikk':1,'mtprod':1,'energi og miljø':5,'mtenerg':1,'mtmt, materialteknologi 5-årig mastergrad':2,'mtmt':2,'kybernetikk og robotikk, 5årig master':1,'datateknologi':1,'master fysikk':1,'materialteknologi':1,'fysikk og matematikk':2,'industriell kjemi og bioteknologi':1,}"
"karlsruher institut für technologie","karlsruher-institut-fur-technologie","Tyskland","Karlrsuhe","","0","0","{'bygg- og miljøteknikk (veg)':1,}"
"ual","ual","Portugal","Lisabon","","0","0","{'arkitektur':1,'arkitektur (master 5-årig)':1,}"
"university of queensland","university-of-queensland","Australia","Brisbane","","0","0","{'industriell kjemi og bioteknologi':1,'grunnskolelærer 5-10':1,'lektorutdanning i samfunnsfag':2,'lektor i engelsk':1,'bygg- og miljøteknikk':2,'profesjonsstudiet i psykologi':5,'datateknologi':5,'master i samfunnsøkonomi':1,'global manufacturing management, purchasing':1,'bachelor i psykologi':1,'mbiot5':1,'kybernetikk og robotikk':3,'bachelor i økonomi og administrasjon':1,'master i økonomi og administrasjon':3,'geografi (bachelor)':1,'master i voksnes læring':1,'fornybar energi':1,'lektor i samfunnsfag':3,'masterutdanning i voksnes læring':1,'mtdt':1,'psykologi':1,'psykologi - bacelorstudium':1,'samfunnsøkonomi':5,'produktutvikling og produksjon':1,'digital forretningsutvikling':2,'master i fag- og yrkesdidaktikk og lærerprofesjon. studieretning: samfunnsfag':1,'energi og miljø':2,'bachelor i informatikk':1,'industriell økonomi og teknologiledelse':8,'indøk':2,'dataingeniør':2,'elektroingeniør - elkraft':1,'bevegelsesvitenskap':2,'bygg- og miljøteknikk, konstruksjonsteknikk':1,'mtbygg':1,'kybernetikk og robotikk (5 - årig master)':1,'mtenerg':1,'bachelor i samfunnsøkonomi':2,'sosialantropologi':1,'mting':1,'bygg og miljøteknikk':1,'psykologi, profesjon':1,'økonomi og administrasjon':6,'integrert master i samfunnsøkonomi':1,'sivilingeniør fysikk og matematikk':1,'markedsføring og ledelse':1,'arkitektur':1,'mtprod':1,'datateknikk':1,'arkeologi bachelor':1,}"
"radboud university","radboud-university","Nederland","Nijmegen","","0","0","{'sosialantropologi':1,}"
"pontificia universidad católica de chile","pontificia-universidad-catolica-de-chile","Chile","Santiago","","0","0","{'bygg- og miljøteknikk (5-årig)':1,'statsvitenskap - bachelor':1,'industriell design':3,'produktutvikling og produksjon (pup/maskin)':1,'nanoteknologi':1,'lektorutdanning i historie':1,'årsstudium spansk':1,'indøk - maskin':1,'bygg- og miljøteknikk':1,}"
"karlsruhe institute of technology, kit","karlsruhe-institute-of-technology-kit","Tyskland","Karlsruhe","","0","0","{'bygg- og miljøteknikk':2,}"
"isc paris business school","isc-paris-business-school","Frankrike","Paris","","0","0","{'økonomi og administrasjon':1,'':1,'bachelor økonomi og administrasjon':1,'bachelor i økonomi og administrasjon, hhit':1,}"
"maastricht university","maastricht-university","Nederland","Maastricht","","0","0","{'medievitenskap (bachelor)':1,'europastudier med engelsk':2,'europastudier m/ engelsk':1,'europastudier':1,}"
"bond university","bond-university","Australia","Gold Coast","","0","0","{'økonomi, ledelse og bærekraft':2,'økonomi og administrasjon':30,'økonomi og administrasjon (bachelor)':1,'økonomi og administrasjon, bachelor':1,'øknonomi og administrasjon':1,'økad':1,'bachelor i økonomi og administrasjon':1,'økonomi, ledelse og bærekraft. nettbasert.':1,'shipping management':1,'økonomi og ledelse':1,'økonomi og administasjon':1,'medieledelse':1,}"
"leeds beckett university","leeds-beckett-university","Storbritannia","Leeds","","0","0","{'økonomi og administrasjon':1,}"
"insa lyon","insa-lyon","Frankrike","Lyon","","0","0","{'energi og miljø':1,'marin teknikk':1,'mybygg':1,}"
"wageningen university and research","wageningen-university-and-research","Nederland","Wageningen","","0","0","{'bachelor i biologi':1,}"
"duale hochschule baden-württemberg","duale-hochschule-baden-wurttemberg","Tyskland","Ravensburg","","0","0","{'grafisk design':1,'':1,}"
"uba - universidad de buenos aires","uba---universidad-de-buenos-aires","Argentina","Buenos Aires","","0","0","{'spansk bachelor':1,'medisin, 6-årig profesjonsstudium':1,'lektorutdanning i samfunnsfag':1,'arkitektur master 5-årig':1,'arkitektur':2,'sosialantropologi':1,'medisin':1,'datateknologi':1,'industriell økonomi og teknologiledelse':2,'mtbygg':1,}"
"kathmandu university","kathmandu-university","Nepal","Dhulikhel","","0","0","{'videreutdanning i helsesykepleie':1,'bachelor i sykepleie':4,'medisinstudiet':2,'medisin':3,'bachelor sykepleie':3,'medisin, profesjonsstudium':1,'medisin profesjon':1,'sykepleie bachelor':1,}"
"queensland university of technology","queensland-university-of-technology","Australia","Brisbane","","0","0","{'industriell økonomi og teknologiledelse':6,'medievitenskap (mki)':1,'sosiologi':1,'indøk pup':2,'mttk':1,'mtmt':1,'master ledelse av teknologi':1,'kommunikasjonsteknologi':1,'logistikk':1,'byggingeniør bachelor':1,'produktutvikling og produksjon':1,'materialteknologi 5 årig':1,'bioteknologi':1,'indøk':2,'it-støttet bedriftsutvikling':1,'bygg- og miljøteknikk':1,}"
"science po strasbourg - institut détudes politiques de strasbourg","science-po-strasbourg---institut-detudes-politiques-de-strasbourg","Frankrike","Strasbourg","","0","0","{'europastudier':1,'europastuder med statsvitenskap':1,}"
"school of engineering,university of florence","school-of-engineeringuniversity-of-florence","Italia","Frienze /Florens","","0","0","{'økonomi og administrasjon':1,}"
"ntust","ntust","Taiwan","Taipei","","0","0","{'bygg- og miljøteknikk':1,'elsys':1,}"
"praksis på et dagsenter for barn med psykisk utviklingshemming","praksis-pa-et-dagsenter-for-barn-med-psykisk-utviklingshemming","Nepal","Kathmandhu","","0","0","{'vernepleie':1,}"
"unsw","unsw","Australia","Sydney","","0","0","{'industriell kjemi og bioteknologi':2,'bygg- og miljøteknikk':4,'i&amp;ikt':1,'mtbygg':1,'bygg og miljøteknikk':2,'mtnano':3,'kybernetikk og robotikk':2,'industriell design':3,'mbiot5':1,'ingeniørvitenskap og ikt':1,'bygg- og miljøteknikk, konstruksjonsteknikk':1,'bifener':1,'økonomi og administrasjon':1,'teknisk fysikk (fysikk og matematikk)':1,'marin teknikk':8,'datateknologi':2,'energi og miljø':2,'informatikk':1,'nanoteknologi':1,'indøk - maskin':1,'indøk':3,'produktutvikling og produksjon':4,'mtenerg':1,'fornybar energi ingeniør':1,'mtiøt':2,'lektor i kroppsøving og idrettsfag':1,'lektor i kroppsøving og idrett':1,'industriell økonomi og teknologiledelse':6,'fysikk og matematikk':1,'it støttet bedriftsutvikling':1,'mtdt':1,'2-årig master i bygg og miljøteknikk':1,'tekniske geofag':1,'petroleumsfag':2,'indøk - data':1,'indøk data':1,'nt':1,'petroleumsteknologi':1,'mtpetro':1,'mtkj':2,}"
"qut","qut","Australia","Brisbane","","0","0","{'indøk':1,'industriell økonomi og teknologiledelse':2,'kybernetikk og robotikk':2,'logistikkingeniør':1,}"
"rmit university","rmit-university","Australia","Melbourne","","0","0","{'bygg og miljøteknikk':1,'industriell økonomi og teknologiledelse':2,'bprog':1,'mtfyma':1,'bachelor i pedagogikk':1,}"
"dhulikhel hospital","dhulikhel-hospital","Nepal","Dhulikhel","","0","0","{'medisin':1,}"
"dette var et praksisopphold som lærer på hillcrest secondary school.","dette-var-et-praksisopphold-som-laerer-pa-hillcrest-secondary-school.","Zambia","Livingstone","","0","0","{'lektorutdanning i kroppsøving og idrettsfag - masterstudium':1,}"
"hillcrest secondary school (ungd.sk og vgs)","hillcrest-secondary-school-(ungd.sk-og-vgs)","Zambia","Livingstone","","0","0","{'lektorutdanning i kroppsøving og idrettsfag':1,'lektorutdanningen i kroppsøving og idrettsfag':1,}"
"university of ghana","university-of-ghana","Ghana","Accra","","0","0","{'sykepleie bachelor':1,'bioteknologi':1,'bachelor i engelsk':1,'bachelor, sykepleie':1,'sykepleie':3,'sykepleie bachelor heltid':1,'afrikastudier':1,}"
"uraccan","uraccan","Nicaragua","Bluefields","","0","0","{'bachelor sykepleie':1,'sykepleie':2,'sykepleien':1,}"
"praksis ved hillcrest national technical secondary school","praksis-ved-hillcrest-national-technical-secondary-school","Zambia","Livingstone","","0","0","{'lektor i realfag':1,}"
"university of new south wales","university-of-new-south-wales","Australia","Sydney","","0","0","{'bygg- og miljøteknikk. konstruksjon':1,'fysikk og matematikk':1,'lektorutdanning i språkfag (engelsk)':1,'mtbygg':2,'bygg- og miljøteknikk':1,'energi og miljø':1,'nanoteknologi':3,'mtdt':1,'bachelor i programmering':1,'byggingeniør':1,'informatikk':1,'fornybar energi':1,'marin teknikk':1,'lektor i engelsk':1,'lektor':1,'økonomi og administrasjon':3,'industriell økonomi og teknologiledelse':8,'mtfyma':1,'petroleumsfag':2,'mtmt':1,'bygg og miljøteknikk':1,}"
"nova sbe","nova-sbe","Portugal","Lisboa","","0","0","{'økønomi og administrasjon':1,'økonomi og administrasjon':1,}"
"var ikke på et universitet, men bodde på mødrehjemmet abrigo rainha silvia i itaboraí","var-ikke-pa-et-universitet-men-bodde-pa-modrehjemmet-abrigo-rainha-silvia-i-itaborai","Brazil","Rio de Janeiro","","0","0","{'barnevernspedagog':1,}"
"ingen","ingen","Sør Afrika","Cape Town","","0","0","{'barnevernspedagog':2,'sosionom':1,'medisin profesjonsstudium':1,'sosionom utdanning':1,'':1,}"
"rheinische friedrich-wilhelms-universität bonn","rheinische-friedrich-wilhelms-universitat-bonn","Tyskland","Bonn","","0","0","{'mathematical sciences':1,}"
"massachusetts institute of technology","massachusetts-institute-of-technology","USA","Cambridge","","0","0","{'fysikk og matematikk':1,'industriell økonomi og teknologiledelse':4,'marin teknikk':2,'5-årig sivilingeniør datateknologi':1,'mtkj':1,'datateknologi':2,}"
